,site,year,species,nestID,loc_Year_nestID,plot,Nest_location_northing_WGS84_Dec_degree,Nest_location_Easting_WGS84_Dec_degree,Photo_taken,temp_probe,Trapped(y/n),First_Trapping_date,Second_Trapping_date,Third_Trapping_date,Mayfield_start_date (formula),Mayfield_end date (formula),Mayfield_end_date (formula)_source,Mayfield_days (formula),Fate ,fail cause,Completed_Clutch_Size,Observed_Clutch_Completion_date,#_of_Eggs_Hatched,Hatch_Date,Method_Hatch_Date_Determined,Estimated Nest Initiation Date,Estimated_nest_initiation_date_source,Inc_duration_used_for_estimated_nest_initiation_calculation,Clutch_size_when_nest_found,Clutch_status_when_nest_found,Date Found ,Last Active,Last Checked,June 1st,June 2nd,June 3rd,June 4th,June 5th,June 6th,June 7th,June 8th,June 9th,June 10th,June 11th,June 12th,June 13th,June 14th,June 15th,June 16th,June 17th,June 18th,June 19th,June 20th,June 21st,June 22nd,June 23rd,June 24th,June 25th,June 26th,June 27th,June 28th,June 29th,June 30th,July 1st,July 2nd,July 3rd,July 4th,July 5th,July 6th,July 7th,July 8th,July 9th,July 10th,July 11th,July 12th,July 13th,July 14th,July 15th,July 16th,July 17th,July 18th,July 19th,July 20th,July 21st,July 22nd,July 23rd,July 24th,July 25th,July 26th,July 27th,July 28th,July 29th,July 30th,July 31st,August 1st,August 2nd,August 3rd,August 4th,August 5th,Notes_Field,,
,Coats Island,2004,LALO,LLJ07,c2014-LLJ07,,62.88608,-82.46272,,,n,,,,09-Jul-2004,16-Jul-2004,hatch date,7,success,na,5,,4+,16-Jul-2004,estimate,05-Jul-2004,hatch_date_minus_incubation_duration,10.5,5,complete,09-Jul-2004,16-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e,,,,,,,4c,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,LALO,LLP01,c2014-LLP01,,62.88472,-82.47267,,,n,,,,23-Jun-2004,05-Jul-2004,date between last active and last checked,12,failed,predated,,,0,,,21-Jun-2004,Date_found_minus _incomplete_clutch_size+1,10.5,3,unknown,23-Jun-2004,23-Jun-2004,17-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,3e,,,,,,,,,,,,,,,,,,,,,,,,empty cup - no bits,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,LALO,LLP02,c2014-LLP02,B,62.86389,-82.50247,,,n,,,,25-Jun-2004,17-Jul-2004,hatch date,22,success,na,4,,4,17-Jul-2004,estimate,06-Jul-2004,hatch_date_minus_incubation_duration,10.5,4,complete,25-Jun-2004,17-Jul-2004,17-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,,,,,,,,4e,,,,,,4c,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,LALO,LLP03,c2014-LLP03,D,62.87053,-82.48828,,,n,,,,28-Jun-2004,04-Jul-2004,date between last active and last checked,6.5,failed,predated,,,0,,,25-Jun-2004,Date_found_minus _incomplete_clutch_size+1,10.5,4,unknown,28-Jun-2004,28-Jun-2004,11-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e,,,,,,,,,,,,,0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,LALO,LLP04,c2014-LLP04,G,62.89153,-82.47858,,,n,,,,29-Jun-2004,11-Jul-2004,date between last active and last checked,12,failed,predated,,,0,,,24-Jun-2004,Date_found_minus _incomplete_clutch_size+1,10.5,6,unknown,29-Jun-2004,11-Jul-2004,11-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,LALO,LLP05,c2014-LLP05,G,62.88983,-82.47881,,,n,,,,29-Jun-2004,17-Jul-2004,date between last active and last checked,18,success,na,6,,6,,,24-Jun-2004,Date_found_minus _incomplete_clutch_size+1,10.5,6,unknown,29-Jun-2004,17-Jul-2004,17-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,,,,couldn’t find ,,,5c,,,,,"no eggs or chicks, bits found? Wet made it hard to tell-0740h",,,,,,,,,,,,,,,,,
,Coats Island,2004,LALO,LLP06,c2014-LLP06,,62.88350,-82.49789,,,n,,,,04-Jul-2004,19-Jul-2004,date between last active and last checked,15.5,failed,abandon,5,,0,,,,,10.5,5,complete,04-Jul-2004,17-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e,,,,,,,,,,,,,5e,,,,,5e COLD,,,,,,,,,,,,,,,,,
,Coats Island,2004,PAJA,PJP01,c2004-PJP01,,62.87864,-82.48539,,,n,,,,04-Jul-2004,13-Jul-2004,date between last active and last checked,9.5,failed,predated,,,0,,,04-Jul-2004,Date_found_minus _incomplete_clutch_size+1,24,1,unknown,04-Jul-2004,04-Jul-2004,23-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,0e (no bits - dep?),,,,,,,,,,,,,,,,,
,Coats Island,2004,REPH,RPG01,c2004-RPG01,,62.90919,-82.48214,,y,n,,,,06-Jul-2004,19-Jul-2004,hatch date,13,success,na,4,,4,19-Jul-2004,chick seen,27-Jun-2004,hatch_date_minus_incubation_duration,19,4,complete,06-Jul-2004,19-Jul-2004,19-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float),,4e (float),4e (float  - see float sheet),,,4e,,,,,,4e (all stars - 1215h),4c (newish - 1550h),,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,REPH,RPJ01,c2004-RPJ01,,62.89131,-82.46308,,,n,,,,24-Jun-2004,22-Jun-2004,date between last active and last checked,0,failed,abandon,4,24-Jun-2004,0,,,21-Jun-2004,egg floating,19,1,incomplete,21-Jun-2004,21-Jun-2004,24-Jun-2004,,,,,,,,,,,,,,,,,,,,,1e,,,,2 (cold / no birds),,,,,,,,,,,,,0e ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,REPH,RPJ02,c2004-RPJ02,A/B,62.86947,-82.47453,,,n,,,,25-Jun-2004,26-Jun-2004,date between last active and last checked,1,never active,unknown,4,,0,,,,,19,0,complete,25-Jun-2004,26-Jun-2004,26-Jun-2004,,,,,,,,,,,,,,,,,,,,,,,,,0e,0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,REPH,RPJ03,c2004-RPJ03,B/D,62.86953,-82.50008,,,n,,,,28-Jun-2004,01-Jul-2004,date between last active and last checked,3.5,failed,predated,,,0,,,26-Jun-2004,before_this_date_not_floated,19,3,unknown,28-Jun-2004,28-Jun-2004,05-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e,,,,,,,0e ( no bits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,REPH,RPP01,c2004-RPP01,,62.86944,-82.47714,,y,n,,,,29-Jun-2004,06-Jul-2004,date between last active and last checked,7.5,failed,predated,4,29-Jun-2004,0,,,26-Jun-2004,egg floating,19,2,incomplete,27-Jun-2004,05-Jul-2004,08-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,2e,,,,,,,,4e (sus - see float data sheet),,,0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,REPH,RPP02,c2004-RPP02,,62.92197,-82.46769,,,n,,,,30-Jun-2004,04-Jul-2004,date between last active and last checked,4,failed  ,predated,4,,0,,,23-Jun-2004,egg floating,19,3,incomplete,30-Jun-2004,30-Jun-2004,08-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e (sink 70° - 4th e dead),,,,,,,,0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,RUTU,RTG01,c2004-RTG01,,62.92858,-82.48144,,,n,,,,12-Jul-2004,15-Jul-2004,date between last active and last checked,3.5,failed,predated,4,,0,,,03-Jul-2004,egg floating,22.5,4,complete,12-Jul-2004,12-Jul-2004,19-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float),,,,,,,0e (no bits - 1500h),,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,RUTU,RTG02,c2004-RTG02,,62.92772,-82.38686,,,n,,,,12-Jul-2004,16-Jul-2004,hatch date,4,success,na,2,,2,16-Jul-2004,estimate,24-Jun-2004,egg floating,22.5,2,unknown,12-Jul-2004,12-Jul-2004,19-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e (pip or crack?),,,,,,,0e (bits found - 1520h),,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG01,c2004-SSG01,J,62.90944,-82.46011,,,n,,,,30-Jun-2004,03-Jul-2004,date between last active and last checked,3,failed,predated,4,,0,,,20-Jun-2004,egg floating,20,4,complete,30-Jun-2004,30-Jun-2004,06-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink ~90°),,,,,,0e ,,0e,,,,,,,,0e dep,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG02,c2004-SSG02,J,62.92044,-82.46964,,,y,"July 15, 2004",,,30-Jun-2004,16-Jul-2004,hatch date,16,success,na,4,,4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,30-Jun-2004,16-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e,,,,,,,,4e (float),,4e (float - see float sheet),,,,,4e (all with med stars - 1215h),"3c dry, 1e pip",,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG03,c2004-SSG03,J,62.91158,-82.47789,,,n,,,,30-Jun-2004,16-Jul-2004,hatch date,16,success,na,4,,3-4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,30-Jun-2004,16-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e,,,,,,,,4e (float),,4e (float - see float sheet),,,,,"4e (3e heavy star, 1e pip - 1042h)",3c dry(no 4th e),,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG04,c2004-SSG04,J,62.91339,-82.47783,,,y,"July 10, 2004",,,30-Jun-2004,16-Jul-2004,hatch date,16,success,na,4,,2-4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,30-Jun-2004,16-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e,,,,,,,,4e (float),,4e (float - see float sheet),,,,,"4e (2e lt star, 1e med, 1e pip - 1105h)","2c wet, 2e pip",,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG05,c2004-SSG05,C,62.87572,-82.48061,,,n,,,,02-Jul-2004,04-Jul-2004,date between last active and last checked,2,failed,predated,4,,0,,,29-Jun-2004,before_this_date_not_floated,20,4,complete,02-Jul-2004,02-Jul-2004,06-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e,,,,0 e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG06,c2004-SSG06,,62.86297,-82.49125,,,y,"July 5, 2004","July 11, 2004",,28-Jun-2004,18-Jul-2004,hatch date,20,success,na,4,28-Jun-2004,1-4,18-Jul-2004,chick seen,25-Jun-2004,hatch_date_minus_incubation_duration,20,2,incomplete,27-Jun-2004,18-Jul-2004,18-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,2e,,,,,,,,4e (sink / float - see float sheet),,,,,,"4e (1 star or crack, 3e nothing)",,,,,,4e (all stars - 0900h),"1c damp, 3e (2 star, 1 pip 1509)",,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG07,c2004-SSG07,,62.90106,-82.46419,,,y,"July 9, 2004",,,05-Jul-2004,20-Jul-2004,date between last active and last checked,15,failed,predated,4,,0,,,27-Jun-2004,egg floating,20,4,complete,05-Jul-2004,18-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink ~80°),,,,4e (float - see float sheet),,,4e ,,4 e (warm - 1e light star),,4e (all light star),,4e (3e stars - 1040h),,,,"no eggs, no birds, no bits-0800h",,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG08,c2004-SSG08,,62.90889,-82.49147,,,n,,,,06-Jul-2004,21-Jul-2004,hatch date,15,success,na,4,,4,21-Jul-2004,estimate,28-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,06-Jul-2004,18-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink ~90°),,4e (sink ~80°),4e (sink/susp - see float sheet),,,,,4e (no stars - 1328h),,,,4e (3e stars - 1246h),,,,"no eggs or chicks, bits found-1045h",,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG09,c2004-SSG09,,62.91417,-82.49708,,,y,"July 9, 2004",,,06-Jul-2004,20-Jul-2004,date between last active and last checked,14.5,failed,predated,4,,0,,,24-Jun-2004,egg floating,20,4,complete,06-Jul-2004,19-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float),,4e (float),4e (float - see float sheet),,,,,"4e (warm, no stars - 1403h)",,,,4e (3e stars - 1335h),4e (3e stars - 1300h),,,0e (no bits found - 1105h),,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG10,c2004-SSG10,,62.90825,-82.45892,,,y,"July 10, 2004",,,10-Jul-2004,22-Jul-2004,date last active,12,unknown,na,4,,unk,,,27-Jun-2004,egg floating,20,4,complete,10-Jul-2004,22-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float - see float sheet),,,,,4e (all light stars - 1430h),,,,"stared/dented egg, but still incubated",,,3e (1 dented/stared-0727h),,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG11,c2004-SSG11,,62.86783,-82.47364,,,y,"July 11, 2004","July 16, 2004",,10-Jul-2004,21-Jul-2004,hatch date,11,success,na,4,,4,21-Jul-2004,estimate,28-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,10-Jul-2004,20-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e,4e (float - see float sheet),,,,,4e (no stars - 1210h),,,4e (all light star - 1005h),4e (3staring-1226h),,cup empty (birds in area bits found 1530h),,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG12,c2004-SSG12,,62.86567,-82.47247,,,y,"July 11, 2004",,,10-Jul-2004,19-Jul-2004,hatch date,9,success,na,4,,1-4,19-Jul-2004,chick seen,26-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,10-Jul-2004,19-Jul-2004,19-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float ~70°),4e (float - see float sheet),,,,,"4e (light, no stars - 1105h)",,,"1c damp, 3e (all pip - 1217h)",,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG13,c2004-SSG13,,62.87539,-82.49200,,,n,,,,11-Jul-2004,11-Jul-2004,date between last active and last checked,0.5,failed,predated,,,0,,,09-Jul-2004,before_this_date_not_floated,20,3,unknown,11-Jul-2004,11-Jul-2004,12-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e (sink),2e,,,,,1e eaten (avian predator - dep - 1024h),,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG14,c2004-SSG14,,62.91144,-82.48756,,,y,"July 18, 2004",,,12-Jul-2004,24-Jul-2004,date last active,12,unknown,unknown,4,,unk,,,05-Jul-2004,egg floating,20,4,complete,12-Jul-2004,24-Jul-2004,24-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink ~60°),,4e (float - see float sheet - 1547h),,,,4e (none with stars - 1250h),,,,4e (no stars-1032h),,4e (1 light star - 0845h),,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG15,c2004-SSG15,,62.88011,-82.49072,,,y,"July 17, 2004",,,14-Jul-2004,19-Jul-2004,hatch date,5,success,na,4,,4,19-Jul-2004,chick seen,26-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,14-Jul-2004,17-Jul-2004,17-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float ~70°),,,4e (all with stars - 1051h),,"4c (2wet, 2dry - 1800h)",,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG16,c2004-SSG16,,62.89767,-82.49733,,,n,,,,16-Jul-2004,16-Jul-2004,hatch date,0,success,na,4,,2-4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,hatched,16-Jul-2004,16-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG17,c2004-SSG17,,62.90133,-82.48572,,,n,,,,16-Jul-2004,19-Jul-2004,hatch date,3,success,na,2,,2,19-Jul-2004,estimate,26-Jun-2004,hatch_date_minus_incubation_duration,20,2,complete,16-Jul-2004,18-Jul-2004,19-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e (1 starring),,2e (both pip - 1121h),"0e, no bits no birds - 1600h",,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSG18,c2004-SSG18,,62.87011,-82.47356,,,n,,,,20-Jul-2004,24-Jul-2004,hatch date,4,success,na,4,,4,24-Jul-2004,chick seen,01-Jul-2004,hatch_date_minus_incubation_duration,20,4,complete,20-Jul-2004,24-Jul-2004,24-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (1 staring-1216h),,4e (no star/no pip - 1436h),3e (no stars/no pip - 0918h),4c dry - 0930h,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ01,c2004-SSJ01,D,62.87100,-82.50347,,,n,,,,25-Jun-2004,15-Jul-2004,hatch date,20,success,na,4,25-Jun-2004,4,15-Jul-2004,estimate,22-Jun-2004,hatch_date_minus_incubation_duration,20,3,incomplete,26-Jun-2004,12-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,3e,,,,,,,,,,4e (float  - see float sheet),,,,,4e (float),"4e (no stars, not light)",,,,"956h, cup empty, birds (chicks) in area",,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ02,c2004-SSJ02,A/B,62.86558,-82.47719,,,y,"July 6, 2004","July 11, 2004","July 16, 2004",30-Jun-2004,20-Jul-2004,hatch date,20,success,na,4,30-Jun-2004,2-4,20-Jul-2004,chick seen,27-Jun-2004,hatch_date_minus_incubation_duration,20,1,incomplete,28-Jun-2004,20-Jul-2004,20-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,4e (sink - see float sheet),,,,4e,4e (not light - no stars),,,,,"4e (not light, no stars 1004h)",,,,2c dry-1043h,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ03,c2004-SSJ03,G,62.90589,-82.47211,,,y,"July 9, 2004",,,29-Jun-2004,21-Jul-2004,hatch date,22,success,na,4,,4,21-Jul-2004,estimate,28-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,29-Jun-2004,14-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sinking),,,,,,,,,,4e (float - see float sheet),,,,,4e (no star - 1628h),,,,,"couldn't find stick, no birds",,,"no eggs or chick, bits found-0840",,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ04,c2004-SSJ04,I,62.89822,-82.47044,,,y,"July 9, 2004",,,29-Jun-2004,16-Jul-2004,hatch date,17,success,na,4,,1-4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,29-Jun-2004,14-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sinking),,,,,,,,,,4e (float  - see float sheet),,,,,4e (3 e with light stars),,1c (0e),,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ05,c2004-SSJ05,J,62.90067,-82.49089,,,y,"July 14, 2004",,,30-Jun-2004,17-Jul-2004,hatch date,17,success,na,4,,4,17-Jul-2004,estimate,24-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,30-Jun-2004,16-Jul-2004,18-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink),,,,,,,,,4e (float - see float sheet),,,,,"4e (3 light stars, 1 nothing - 1230h)",,"4e (2e star, 2e pip)",,0e (bits - bird calling nearby - 1141h),,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ06,c2004-SSJ06,J,62.89631,-82.49753,,,n,,,,01-Jul-2004,16-Jul-2004,hatch date,15,success,na,4,,4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,01-Jul-2004,14-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink ~45°),,,,,,,4e (float - see float sheet),,,,,,"4e (3 light stars, 1 nothing - 1153h)",,"0e (bits found, chicks nearby)",,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ07,c2004-SSJ07,L,62.91031,-82.49822,,,n,,,,01-Jul-2004,04-Jul-2004,date between last active and last checked,3.5,failed,predated,4,,0,,,25-Jun-2004,egg floating,20,4,complete,01-Jul-2004,01-Jul-2004,08-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink),,,,,,,0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ08,c2004-SSJ08,A/B,62.86411,-82.47681,,,y,"July 6, 2004",,,02-Jul-2004,16-Jul-2004,hatch date,14,success,na,4,,3-4,16-Jul-2004,chick seen,23-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,02-Jul-2004,16-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink ~90°),,,,4e (float - see float sheet),,,,,4e (med/light weight - no stars),,,,"4e (1558h, 3e star, 1e dent?)","3c wet, 1e pip - 0954h",,,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ09,c2004-SSJ09,,62.89392,-82.50181,,,n,,,,05-Jul-2004,17-Jul-2004,hatch date,12,success,na,4,,3-4,17-Jul-2004,chick seen,24-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,05-Jul-2004,17-Jul-2004,17-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float ~1mm),,,,,,4e (float),,,"4e (2 cracked, no stars / 2 nothing - 1117h)",,,"3c dry (1e dented/starred, warm? - 1234h)",,,,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ10,c2004-SSJ10,,62.89253,-82.48789,,,y,"July 14, 2004",,,07-Jul-2004,27-Jul-2004,hatch date,20,success,na,4,07-Jul-2004,3,27-Jul-2004,estimate,04-Jul-2004,hatch_date_minus_incubation_duration,20,2,incomplete,05-Jul-2004,22-Jul-2004,22-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e (sink),,,4e (sink- see float sheet),4e (float ~80°),,,,,4e (not light - no stars - 1030h),,,"4e (not light, 1e dented and rejected - 1250h)",,,,,3e (1 dented/stared-0727h),,,,"2*, 1p.",,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ11,c2004-SSJ11,,62.87161,-82.47719,,,y,"July 12, 2004","July 16, 2004",,05-Jul-2004,19-Jul-2004,hatch date,14,success,na,4,,4,19-Jul-2004,chick seen,26-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,05-Jul-2004,19-Jul-2004,19-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float ~1mm),4e (sink - see float sheet),,,,,4e (float),"4e (no stars, not light)",,,,"4e (med light weight, no stars - 1515h)",,,"3 dry chicks, 1 wet",,,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ12,c2004-SSJ12,,62.88083,-82.46244,,,n,,,,07-Jul-2004,26-Jul-2004,date last active,19,unknown,na,3,07-Jul-2004,unk,,,05-Jul-2004,egg floating,20,2,incomplete,06-Jul-2004,26-Jul-2004,26-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e,,,,,,3e (float - see float sheet),,,,3e (1e with light star),"1e star, 2e no stars (1305h)",,,,,3e  (no star/no pip - 1254h),,"3e (1e light stars, 2e nothing - 1041h)",,"3e, all light *'s",,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ13,c2004-SSJ13,,62.86969,-82.46325,,,y,"July 11, 2004",,,06-Jul-2004,20-Jul-2004,hatch date,14,success,na,4,,4,20-Jul-2004,chick seen,27-Jun-2004,hatch_date_minus_incubation_duration,20,4,complete,06-Jul-2004,20-Jul-2004,20-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (susp),,,,,4e (float - see float sheet),,,,,"4e (3e light star, 1e nothing - 1358h)",,"4e (3e star, 1e nothing 913h)",,4c all dry (1633h),,,,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ14,c2004-SSJ14,,62.88722,-82.47089,,,y,"July 12, 2004",,,09-Jul-2004,14-Jul-2004,date between last active and last checked,5,failed,predated,4,,0,,,27-Jun-2004,egg floating,20,4,complete,09-Jul-2004,12-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (float),,,4e (float - see float sheet),,,,0e (no bits dep?),,,,,,4e (not star/no pip - 1032),,,,,,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ15,c2004-SSJ15,,62.87928,-82.46222,,,y,"July 16, 2004",,,11-Jul-2004,26-Jul-2004,hatch date,15,success,na,4,,4,26-Jul-2004,chick seen,03-Jul-2004,hatch_date_minus_incubation_duration,20,4,complete,11-Jul-2004,24-Jul-2004,24-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e (sink),4e (float - see float sheet),,,,"4e (not light, no stars - 1705)",,4e (no star/pip 1006h),,,,4e (no star/no pip - 1302h),4e (2e with light stars - 0705h),4e (all light stars - 1032h),,"3c, 1*'d",,,,,,,,,,,,,
,Coats Island,2004,SESA,SSJ16,c2004-SSJ16,,62.87539,-82.47894,,,n,,,,11-Jul-2004,14-Jul-2004,date between last active and last checked,3,never active,unknown,1,,0,,,,,20,1,unknown,11-Jul-2004,12-Jul-2004,16-Jul-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,1e (bird nearby),,,,"1e (cold, no bits / successful?? - 1308h)",,,,,,,,,,,,,,,,,,,,,,,
